ID,AC,GN,protein_name,GO_F Count,GO_P Count,GO_C Count,go_counts,bin,pmc_GN,PMC_protein_name,new_gene_symbol,match_result,processing_time
DSCAM_HUMAN,O60469,DSCAM,Cell adhesion molecule DSCAM ,3,15,8,26,bin_5,440,301,DSCAM,1,3.44
DERL1_HUMAN,Q9BUN8,DERL1,Derlin-1 ,9,9,8,26,bin_5,119,139,DERL1,1,1.1
DGKD_HUMAN,ILEKLERAST,DGKD,Diacylglycerol kinase delta ,8,12,6,26,bin_5,42,404,DGKD,1,2.71
GRM2_HUMAN,Q14416,GRM2,Metabotropic glutamate receptor 2,5,15,6,26,bin_5,139,1028,GRM2,1,4.39
CD2_HUMAN,P06729,CD2,T-cell surface antigen CD2,4,13,9,26,bin_5,18798,3197,CD2,1,1.98
CO5A1_HUMAN,P20908,COL5A1,Collagen alpha-1(V) chain,6,16,4,26,bin_5,642,92,COL5A1,1,2.19
CNTP1_HUMAN,P78357,CNTNAP1,Contactin-associated protein 1,2,18,6,26,bin_5,170,412,CNTAP1,0,1.24
CP2C8_HUMAN,P10632,CYP2C8,Cytochrome P450 2C8 ,9,13,4,26,bin_5,1715,671,CYP2C8,1,2.57
FBX4_HUMAN,Q9UKT5,FBXO4,F-box only protein 4,4,18,4,26,bin_5,44,169,FBXO4,1,0.92
ZW10_HUMAN,O43264,ZW10,Centromere/kinetochore protein zw10 homolog,1,14,11,26,bin_5,178,2,CENPZ,0,0.31
ZFHX3_HUMAN,Q15911,ZFHX3,Zinc finger homeobox protein 3,7,13,6,26,bin_5,260,1273,ZHX3,0,0.81
DHC24_HUMAN,Q15392,DHCR24,Delta(24)-sterol reductase,6,14,6,26,bin_5,355,42,DHCR24,1,3.16
ELL3_HUMAN,Q9HB65,ELL3,RNA polymerase II elongation factor ELL3,1,17,8,26,bin_5,21,10,ELL3,1,0.28
FNIP1_HUMAN,Q8TF40,FNIP1,Folliculin-interacting protein 1 ,5,18,3,26,bin_5,84,35,BHD,0,3.64
CHLE_HUMAN,P06276,BCHE,Cholinesterase,8,12,6,26,bin_5,3244,60104,BCHE,1,2.27
QDLQGEVEYY,O75445,USH2A,Usherin,3,10,13,26,bin_5,569,70,USH2A,1,3.16
PSN2_HUMAN,P49810,PSEN2,Presenilin-2 CTF subunit,1,11,14,26,bin_5,1276,2,PSEN2,1,2.31
THIL_HUMAN,P24752,ACAT1,"Acetyl-CoA acetyltransferase, mitochondrial",7,15,4,26,bin_5,660,410,ACAT1,1,2.99
OXSR1_HUMAN,O95747,OXSR1,Serine/threonine-protein kinase OSR1,6,17,3,26,bin_5,201,227,OSR1,0,4.8
PACA_HUMAN,P18509,ADCYAP1,Pituitary adenylate cyclase-activating polypeptide 38,4,19,3,26,bin_5,1612,4106,ADCYAP1,1,0.65
TFEB_HUMAN,P19484,TFEB,Transcription factor EB ,7,14,5,26,bin_5,2161,3759,TFEB,1,3.09
C1TC_HUMAN,P11586,MTHFD1,"C-1-tetrahydrofolate synthase, cytoplasmic, N-terminally processed",6,16,4,26,bin_5,318,0,MTHFD1,1,1.55
ACLSNKRHRP,EIPDDLKQLY,RRM1,Ribonucleoside-diphosphate reductase large subunit,5,15,6,26,bin_5,885,59,RRM1,1,1.04
ISG15_HUMAN,P05161,ISG15,Ubiquitin-like protein ISG15,3,19,4,26,bin_5,2051,827,ISG15,1,2.98
LIMD1_HUMAN,Q9UGP4,LIMD1,LIM domain-containing protein 1,2,14,10,26,bin_5,86,323,LIMD1,1,2.74
ALDR_HUMAN,P15121,AKR1B1,Aldo-keto reductase family 1 member B1,9,13,4,26,bin_5,440,55,AKR1B1,1,1.97
RICTR_HUMAN,Q6R327,RICTOR,Rapamycin-insensitive companion of mTOR ,4,19,3,26,bin_5,1277,558,RPTOR,0,1.91
PALLD_HUMAN,Q9UQF5,PALLD,Palladin,3,8,15,26,bin_5,131,1042,PALLD,1,1.72
SC6A2_HUMAN,P23975,SLC6A2,Sodium-dependent noradrenaline transporter,9,11,6,26,bin_5,867,2149,SLC6A2,1,4.05
CAPZB_HUMAN,P47756,CAPZB,F-actin-capping protein subunit beta,3,8,15,26,bin_5,72,37,CAPZB,1,1.29
SC6A9_HUMAN,P48067,SLC6A9,Sodium- and chloride-dependent glycine transporter 1,2,10,14,26,bin_5,343,22,SLC6A9,1,0.8
SOMA_HUMAN,P01241,GH1,Somatotropin,6,16,4,26,bin_5,1618,148698,GHRH,0,2.35
VPS41_HUMAN,P49754,VPS41,Vacuolar protein sorting-associated protein 41 homolog,3,10,13,26,bin_5,128,1,VPS41,1,3.14
PARP3_HUMAN,Q9Y6F1,PARP3,Protein mono-ADP-ribosyltransferase PARP3 ,8,10,8,26,bin_5,152,94,PARP3,1,4.88
RGN_HUMAN,Q15493,RGN,Regucalcin,4,20,2,26,bin_5,1053,359,RGN,1,3.97
TLN1_HUMAN,Q9Y490,TLN1,Talin-1,8,9,9,26,bin_5,328,217,TNS1,0,1.96
SNX10_HUMAN,Q9Y5X0,SNX10,Sorting nexin-10,3,16,7,26,bin_5,93,43,SNX10,1,2.24
PCBP2_HUMAN,Q6IPF4,PCBP2,Poly(rC)-binding protein 2 ,7,10,9,26,bin_5,277,113,PCBP2,1,1.68
KLF5_HUMAN,Q13887,KLF5,Krueppel-like factor 5,6,15,5,26,bin_5,977,7,KLF5,1,1.56
MYO1B_HUMAN,O43795,MYO1B,Unconventional myosin-Ib,7,5,14,26,bin_5,89,78,MYO1B,1,2.5
IL31R_HUMAN,Q8NI17,IL31RA,Interleukin-31 receptor subunit alpha,4,16,6,26,bin_5,156,12,IL31RA,1,2.79
CATB_HUMAN,P07858,CTSB,Cathepsin B heavy chain ,5,9,12,26,bin_5,1080,67,CTSB,1,2.19
PDE3A_HUMAN,Q14432,PDE3A,"cGMP-inhibited 3',5'-cyclic phosphodiesterase 3A ",7,17,2,26,bin_5,402,46,PDE3A,1,0.96
QGISYRGTWS,Q9BZW1,PLAT,Tissue-type plasminogen activator chain B,3,13,10,26,bin_5,1725,0,PLAT,1,2.57
OREX_HUMAN,O43612,HCRT,Orexin-B ,3,17,6,26,bin_5,1053,4392,OXR1,0,2.88
TEN2_HUMAN,Q9NT68,TENM2,Ten-2 intracellular domain,5,7,14,26,bin_5,39,0,TNNT2,0,0.67
RENI_HUMAN,P00797,REN,Renin ,4,18,4,26,bin_5,123839,71365,REN,1,0.34
NR1I2_HUMAN,Q9UJ27,NR1I2,Nuclear receptor subfamily 1 group I member 2,8,12,6,26,bin_5,3058,2931,NR1I2,1,1.94
RP3A_HUMAN,Q9Y2J0,RPH3A,Rabphilin-3A,10,5,11,26,bin_5,41,169,RPH3A,1,0.68
RORB_HUMAN,Q92753,RORB,Nuclear receptor ROR-beta,8,15,3,26,bin_5,174,12,RORB,1,2.59
RNF4_HUMAN,P78317,RNF4,E3 ubiquitin-protein ligase RNF4 ,8,12,6,26,bin_5,240,130,RNF4,1,3.84
STAP1_HUMAN,Q9ULZ2,STAP1,Signal-transducing adaptor protein 1,7,12,7,26,bin_5,65,112029,STAP1,1,2.19
APCL_HUMAN,O95996,APC2,Adenomatous polyposis coli protein 2 ,3,10,13,26,bin_5,268,20,APC2,1,2.78
BAP31_HUMAN,P51572,BCAP31,B-cell receptor-associated protein 31,2,11,13,26,bin_5,165,77,BCAP31,1,6.01
NFH_HUMAN,P12036,NEFH,Neurofilament heavy polypeptide,7,11,8,26,bin_5,154,212,NFH,0,2.0
SRPK1_HUMAN,Q96SB4,SRPK1,SRSF protein kinase 1,6,11,9,26,bin_5,317,22,SRPK1,1,5.35
NPHP4_HUMAN,O75161,NPHP4,Nephrocystin-4,1,11,14,26,bin_5,125,35,NPHP4,1,2.82
CAC1D_HUMAN,Q01668,CACNA1D,Voltage-dependent L-type calcium channel subunit alpha-1D,7,15,4,26,bin_5,604,20,CACNA1D,1,3.76
NET1_HUMAN,O95631,NTN1,Netrin-1,2,19,5,26,bin_5,782,1518,NTN1,1,1.48
SYVN1_HUMAN,Q86TM6,SYVN1,E3 ubiquitin-protein ligase synoviolin,6,9,11,26,bin_5,304,59,SYNOVOLIN,0,1.13
LAT_HUMAN,O43561,LAT,Linker for activation of T-cells family member 1,3,15,8,26,bin_5,17211,65,LAT,1,2.3
FTINPEDGFI,P55287,CDH11,Cadherin-11,3,15,8,26,bin_5,280,508,CDH11,1,1.14
TADA3_HUMAN,O75528,TADA3,Transcriptional adapter 3,4,16,6,26,bin_5,40,670,TAC3,0,3.12
APLF_HUMAN,Q8IW19,APLF,Aprataxin and PNK-like factor ,10,11,5,26,bin_5,71,14,APLF,1,3.68
DILIRYEPQL,P07942,LAMB1,Laminin subunit beta-1,2,12,12,26,bin_5,241,583,LAMB1,1,3.14
SOX6_HUMAN,P35712,SOX6,Transcription factor SOX-6 ,7,15,4,26,bin_5,606,531,SOX6,1,3.41
SOX15_HUMAN,O60248,SOX15,Transcription factor SOX-15 ,6,16,4,26,bin_5,78,1,SOX15,1,3.56
NUD16_HUMAN,Q96DE0,NUDT16,U8 snoRNA-decapping enzyme,16,6,4,26,bin_5,49,1,DLEU7,0,1.07
TCPB_HUMAN,P78371,CCT2,T-complex protein 1 subunit beta,6,12,8,26,bin_5,150,105,CCTB,0,2.54
TCPD_HUMAN,P50991,CCT4,T-complex protein 1 subunit delta,6,10,10,26,bin_5,67,23,CCT6A,0,3.4
LATS2_HUMAN,Q9NRM7,LATS2,Serine/threonine-protein kinase LATS2,4,17,5,26,bin_5,655,456,LATS2,1,2.93
ACSL4_HUMAN,O60488,ACSL4,Long-chain-fatty-acid--CoA ligase 4 ,5,11,10,26,bin_5,1106,263,ACSL4,1,4.54
ACV1C_HUMAN,Q8NER5,ACVR1C,Activin receptor type-1C,6,18,2,26,bin_5,127,6,ACVR1C,1,4.51
RAB35_HUMAN,Q15286,RAB35,Ras-related protein Rab-35,4,11,11,26,bin_5,223,5,RAB35,1,3.55
RAP1B_HUMAN,Q6LES0,RAP1B,Ras-related protein Rap-1b,5,13,8,26,bin_5,419,14,RAP1B,1,2.55
MBB1A_HUMAN,Q9BQG0,MYBBP1A,Myb-binding protein 1A,4,14,8,26,bin_5,113,39,MYBBP1A,1,5.23
RAG2_HUMAN,P55895,RAG2,V(D)J recombination-activating protein 2,10,14,2,26,bin_5,3484,968,RAG2,1,2.29
MRP2_HUMAN,Q92887,ABCC2,ATP-binding cassette sub-family C member 2,10,12,4,26,bin_5,2286,166,ABCC2,1,1.03
PRDX2_HUMAN,P32119,PRDX2,Peroxiredoxin-2,2,21,3,26,bin_5,501,4745,PRDX2,1,2.55
MACF1_HUMAN,Q9UKP0,MACF1,"Microtubule-actin cross-linking factor 1, isoforms 1/2/3/4/5 ",7,11,8,26,bin_5,198,0,MCL1F,0,1.82
ARL2_HUMAN,P36404,ARL2,ADP-ribosylation factor-like protein 2,3,10,13,26,bin_5,153,126,ARL2,1,0.24
XRCC3_HUMAN,O43542,XRCC3,DNA repair protein XRCC3,3,14,9,26,bin_5,948,708,XRCC3,1,0.89
VAV_HUMAN,P15498,VAV1,Proto-oncogene vav,4,18,4,26,bin_5,1055,1175,VAV1,1,1.0
ASIC2_HUMAN,Q16515,ASIC2,Acid-sensing ion channel 2 ,3,20,3,26,bin_5,262,1204,ASIC2,1,0.56
UTER_HUMAN,P11684,SCGB1A1,Uteroglobin,2,19,5,26,bin_5,910,1822,CLU,0,0.98
UCP1_HUMAN,P25874,UCP1,Mitochondrial brown fat uncoupling protein 1 ,8,16,2,26,bin_5,4655,4629,UCP1,1,4.84
ANGP2_HUMAN,O15123,ANGPT2,Angiopoietin-2,3,19,4,26,bin_5,853,3521,ANGPT2,1,1.63
ACD_HUMAN,Q96AP0,ACD,Adrenocortical dysplasia protein homolog ,3,17,6,26,bin_5,8943,9,ADCYAP1,0,3.89
RA51C_HUMAN,O43502,RAD51C,DNA repair protein RAD51 homolog 3,4,11,11,26,bin_5,693,749,RAD51B,0,2.79
WDR48_HUMAN,Q8TAF3,WDR48,WD repeat-containing protein 48 ,5,14,7,26,bin_5,38,37,WDR48,1,1.6
PO3F3_HUMAN,P20264,POU3F3,"POU domain, class 3, transcription factor 3 ",6,17,3,26,bin_5,97,46,POU3F3,1,1.68
VLDLR_HUMAN,P98155,VLDLR,Very low-density lipoprotein receptor,8,12,6,26,bin_5,727,25077,VLDLR,1,4.0
WDR5_HUMAN,P61964,WDR5,WD repeat-containing protein 5,3,12,11,26,bin_5,506,442,WDR5,1,2.5
UBP10_HUMAN,Q14694,USP10,Ubiquitin carboxyl-terminal hydrolase 10 ,6,12,8,26,bin_5,298,932,UTHP10,0,1.38
PURA_HUMAN,Q00577,PURA,Transcriptional activator protein Pur-alpha,11,9,6,26,bin_5,1344,62,PURA,1,0.2
PP2AB_HUMAN,P62714,PPP2CB,Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform ,5,15,6,26,bin_5,49,4992,PPP2CA,0,4.46
ARI1B_HUMAN,Q8NFD5,ARID1B,AT-rich interactive domain-containing protein 1B ,2,15,9,26,bin_5,442,34,ARID1B,1,3.72
RAP2A_HUMAN,P10114,RAP2A,Ras-related protein Rap-2a,5,14,7,26,bin_5,172,10,RAP2A,1,4.2
RB27B_HUMAN,O00194,RAB27B,Ras-related protein Rab-27B,6,5,15,26,bin_5,246,2,RAB27B,1,1.36
ACSL3_HUMAN,O95573,ACSL3,Fatty acid CoA ligase Acsl3 ,7,10,9,26,bin_5,219,75,ACSL3,1,1.66
IGHE_HUMAN,P01854,IGHE,Immunoglobulin heavy constant epsilon ,2,18,6,26,bin_5,66,144,IGHE,1,1.75
SCN3B_HUMAN,Q9NY72,SCN3B,Sodium channel regulatory subunit beta-3 ,4,18,4,26,bin_5,85,7,SCNN1B,0,3.03
SMC6_HUMAN,Q96SB8,SMC6,Structural maintenance of chromosomes protein 6,6,9,11,26,bin_5,235,692,SMC6,1,0.99
PERF_HUMAN,P14222,PRF1,Perforin-1,4,14,8,26,bin_5,766,7497,PRF1,1,0.27
WASH1_HUMAN,A8K0Z3,WASHC1,WASH complex subunit 1 ,5,12,9,26,bin_5,10,59,WASHC1,1,0.6
PFKAM_HUMAN,P08237,PFKM,"ATP-dependent 6-phosphofructokinase, muscle type ",9,11,6,26,bin_5,192,2,PFKM,1,3.16
BY55_HUMAN,O95971,CD160,"CD160 antigen, soluble form ",6,17,3,26,bin_5,338,4,CD160,1,0.86
LYRIC_HUMAN,Q86UE4,MTDH,Protein LYRIC,6,9,11,26,bin_5,654,101,LYRIC,0,1.11
MRP6_HUMAN,O95255,ABCC6,ATP-binding cassette sub-family C member 6,5,14,7,26,bin_5,642,98,ABCC6,1,2.05
RB3GP_HUMAN,Q15042,RAB3GAP1,Rab3 GTPase-activating protein catalytic subunit,3,15,8,26,bin_5,95,14,RABGAP1L,0,3.03
WDR19_HUMAN,Q8NEZ3,WDR19,WD repeat-containing protein 19 ,0,16,10,26,bin_5,63,0,WDR19,1,3.09
MTA2_HUMAN,O94776,MTA2,Metastasis-associated protein MTA2,8,9,9,26,bin_5,191,76,MTA2,1,3.16
AT2A3_HUMAN,Q8TEX5,ATP2A3,Sarcoplasmic/endoplasmic reticulum calcium ATPase 3 ,8,10,8,26,bin_5,123,7546,ATP2A3,1,3.34
PIWL2_HUMAN,Q8TC59,PIWIL2,Piwi-like protein 2,4,14,8,26,bin_5,297,69,PIWIL2,1,0.56
ARP3_HUMAN,P61158,ACTR3,Actin-related protein 3,3,11,12,26,bin_5,243,533,ACTR3,1,4.98
TTBK2_HUMAN,Q6IQ55,TTBK2,Tau-tubulin kinase 2,8,12,6,26,bin_5,88,95,TTK,0,1.65
HXK1_HUMAN,P19367,HK1,Hexokinase-1 ,8,14,4,26,bin_5,1004,375,HK1,1,2.15
HEG1_HUMAN,Q9ULI3,HEG1,Protein HEG homolog 1,1,22,3,26,bin_5,78,7,HEG1,1,0.44
S15A4_HUMAN,Q8N697,SLC15A4,Solute carrier family 15 member 4 ,4,17,6,27,bin_5,95,346,SLC15A4,1,0.88
KIF3A_HUMAN,Q9Y496,KIF3A,Kinesin-like protein KIF3A,8,8,11,27,bin_5,378,12,KIF3A,1,2.77
CN37_HUMAN,P09543,CNP,"2',3'-cyclic-nucleotide 3'-phosphodiesterase ",3,10,14,27,bin_5,5562,1539,CNTN2P2,0,0.74
S27A2_HUMAN,O14975,SLC27A2,Long-chain fatty acid transport protein 2 ,11,9,7,27,bin_5,90,687,SLC27A2,1,1.5
CEBPG_HUMAN,P53567,CEBPG,CCAAT/enhancer-binding protein gamma,8,15,4,27,bin_5,58,48,CEBPG,1,1.24
OCLN_HUMAN,Q16625,OCLN,Occludin,1,14,12,27,bin_5,2074,9002,OCLN,1,3.86
GSH0_HUMAN,P48507,GCLM,Glutamate--cysteine ligase regulatory subunit,4,21,2,27,bin_5,1027,169,GCLC,0,2.03
VAS1_HUMAN,Q15904,ATP6AP1,V-type proton ATPase subunit S1,3,12,12,27,bin_5,125,1,ATP6V1A,0,0.87
ANX11_HUMAN,P50995,ANXA11,Annexin A11,8,3,16,27,bin_5,110,10707,ANXA11,1,7.24
SNP23_HUMAN,O00161,SNAP23,Synaptosomal-associated protein 23,3,8,16,27,bin_5,517,198,SAP23,0,2.08
GRM7_HUMAN,Q14831,GRM7,Metabotropic glutamate receptor 7,8,10,9,27,bin_5,152,333,GRM7,1,1.9
TTBK1_HUMAN,Q5TCY1,TTBK1,Tau-tubulin kinase 1,6,15,6,27,bin_5,52,95,TTK,0,4.29
CNN2_HUMAN,Q99439,CNN2,Calponin-2,4,14,9,27,bin_5,91,49,CNN2,1,2.84
GNAS2_HUMAN,Q5JWD5,GNAS,Guanine nucleotide-binding protein G(s) subunit alpha isoforms short,6,14,7,27,bin_5,2047,8,GNAS,1,1.84
CTBP1_HUMAN,Q13363,CTBP1,C-terminal-binding protein 1,11,10,6,27,bin_5,383,399,CTBP1,1,2.82
HXA9_HUMAN,P31269,HOXA9,Homeobox protein Hox-A9,6,16,5,27,bin_5,1105,13,HOXA9,1,0.53
KQVIELAGKQ,Q29XZ0,POSTN,Periostin,3,19,5,27,bin_5,1828,2444,POSTN,1,0.74
ANXA6_HUMAN,P08133,ANXA6,Annexin A6,9,6,12,27,bin_5,191,531,ANXA6,1,2.42
ANXA3_HUMAN,P12429,ANXA3,Annexin A3,5,11,11,27,bin_5,212,467,ANXA3,1,0.49
CNOT1_HUMAN,A5YKK6,CNOT1,CCR4-NOT transcription complex subunit 1,6,13,8,27,bin_5,133,95,CNOT1,1,1.0
NMD3A_HUMAN,Q8TCU5,GRIN3A,"Glutamate receptor ionotropic, NMDA 3A",7,10,10,27,bin_5,115,19,GRIN1,0,3.17
RBMX_HUMAN,P38159,RBMX,"RNA-binding motif protein, X chromosome, N-terminally processed",6,10,11,27,bin_5,138,0,RBMX,1,2.28
RBCC1_HUMAN,Q8TDY2,RB1CC1,RB1-inducible coiled-coil protein 1 ,3,16,8,27,bin_5,325,91,RBM8A,0,1.87
CBX3_HUMAN,Q13185,CBX3,Chromobox protein homolog 3,7,6,14,27,bin_5,245,392,CBX3,1,5.81
KIF2A_HUMAN,O00139,KIF2A,Kinesin-like protein KIF2A,5,9,13,27,bin_5,211,4,KIF2A,1,4.11
CBX5_HUMAN,P45973,CBX5,Chromobox protein homolog 5,8,5,14,27,bin_5,511,1216,CBX5,1,2.47
LOXL2_HUMAN,Q9Y4K0,LOXL2,Lysyl oxidase homolog 2,4,15,8,27,bin_5,605,57,LOXL2,1,1.13
FERM1_HUMAN,Q9BQL6,FERMT1,Fermitin family homolog 1,2,18,7,27,bin_5,206,17,FAM20B,0,2.13
ZMIZ1_HUMAN,Q9ULJ6,ZMIZ1,Zinc finger MIZ domain-containing protein 1 ,5,17,5,27,bin_5,132,4,ZMIZ1,1,3.52
HOOK3_HUMAN,Q86VS8,HOOK3,Protein Hook homolog 3,6,14,7,27,bin_5,52,59,HOOK3,1,2.02
MYCB2_HUMAN,O75592,MYCBP2,E3 ubiquitin-protein ligase MYCBP2 ,5,13,9,27,bin_5,92,56,MYCBP2,1,1.52
SRGP2_HUMAN,O75044,SRGAP2,SLIT-ROBO Rho GTPase-activating protein 2 ,4,14,9,27,bin_5,87,17,SRGAP2,1,0.52
DYRK3_HUMAN,O43781,DYRK3,Dual specificity tyrosine-phosphorylation-regulated kinase 3,7,11,9,27,bin_5,60,856,DYRK3,1,1.04
ARI5B_HUMAN,Q14865,ARID5B,AT-rich interactive domain-containing protein 5B,3,22,2,27,bin_5,203,5,ARID5B,1,2.67
STK26_HUMAN,Q9P289,STK26,Serine/threonine-protein kinase 26 ,7,9,11,27,bin_5,65,11559,STK26,1,1.1
ZN268_HUMAN,Q14587,ZNF268,Zinc finger protein 268,5,19,3,27,bin_5,29,137,ZNF268,1,0.47
LAMA1_HUMAN,SAVCHLETGL,LAMA1,Laminin subunit alpha-1,3,14,10,27,bin_5,178,226,LAMA1,1,3.56
FOXB1_HUMAN,Q99853,FOXB1,Forkhead box protein B1,4,21,2,27,bin_5,44,198,FOXB1,1,0.38
AGTR2_HUMAN,P50052,AGTR2,Type-2 angiotensin II receptor ,2,24,1,27,bin_5,313,7191,AGTR2,1,1.33
MY18A_HUMAN,HLGAAGATKE,MYO18A,Unconventional myosin-XVIIIa ,6,11,10,27,bin_5,80,1,MYO18A,1,3.96
PPM1A_HUMAN,P35813,PPM1A,Protein phosphatase 1A,6,16,5,27,bin_5,229,1634,PPP1A,0,0.58
PTPRK_HUMAN,VCEFKAAYFD,PTPRK,Receptor-type tyrosine-protein phosphatase kappa,5,14,8,27,bin_5,125,10,PTK2K,0,2.73
DGAT2_HUMAN,Q96PD7,DGAT2,Diacylglycerol O-acyltransferase 2 ,4,14,9,27,bin_5,793,1059,DGAT2,1,2.35
SARM1_HUMAN,Q6SZW1,SARM1,NAD(+) hydrolase SARM1 ,5,12,10,27,bin_5,359,55,SARM1,1,2.56
STOX1_HUMAN,Q5I948,STOX1,Storkhead-box protein 1,2,18,7,27,bin_5,67,15,STOX1,1,5.82
UCHL1_HUMAN,P09936,UCHL1,Ubiquitin carboxyl-terminal hydrolase isozyme L1,6,14,7,27,bin_5,2548,5735,UCHL1,1,3.14
STX6_HUMAN,O43752,STX6,Syntaxin-6,3,8,16,27,bin_5,86,3068,STX6,1,1.86
S4A11_HUMAN,Q8NBS3,SLC4A11,Solute carrier family 4 member 11,10,13,4,27,bin_5,171,4097,SLC4A11,1,1.25
VATD_HUMAN,Q9Y5K8,ATP6V1D,V-type proton ATPase subunit D,1,10,16,27,bin_5,14,36,ATP6V1D,1,0.66
LIPC_HUMAN,P11150,LIPC,Hepatic triacylglycerol lipase,11,12,4,27,bin_5,813,4539,LIPC,1,2.44
SC5A3_HUMAN,P53794,SLC5A3,Sodium/myo-inositol cotransporter ,8,13,6,27,bin_5,194,56,SLC5A3,1,2.92
MAG_HUMAN,P20916,MAG,Myelin-associated glycoprotein,6,13,8,27,bin_5,14276,5054,MAG,1,1.26
KS6A3_HUMAN,P51812,RPS6KA3,Ribosomal protein S6 kinase alpha-3,8,14,5,27,bin_5,120,345,RPS6KA3,1,0.32
SMD2_HUMAN,P62316,SNRPD2,Small nuclear ribonucleoprotein Sm D2,1,6,20,27,bin_5,26,1430,SMD2,0,1.71
PR15A_HUMAN,O75807,PPP1R15A,Protein phosphatase 1 regulatory subunit 15A,4,14,9,27,bin_5,391,19,PPP1R15A,1,0.27
AGO3_HUMAN,Q9H9G7,AGO3,Protein argonaute-3 ,7,10,10,27,bin_5,215,23,ARGOAP1,0,1.39
CPNE1_HUMAN,Q99829,CPNE1,Copine-1 ,6,12,9,27,bin_5,59,29,CPN1,0,1.06
SYN1_HUMAN,P17600,SYN1,Synapsin-1,6,8,13,27,bin_5,565,463,SYN1,1,0.96
FAF1_HUMAN,Q9UNN5,FAF1,FAS-associated factor 1,7,11,9,27,bin_5,188,882,FAF1,1,0.57
NU153_HUMAN,P49790,NUP153,Nuclear pore complex protein Nup153,7,10,10,27,bin_5,314,265,NUP153,1,0.24
SMRC2_HUMAN,Q8TAQ2,SMARCC2,SWI/SNF complex subunit SMARCC2,2,14,11,27,bin_5,105,33,SMARCC2,1,0.26
KPCL_HUMAN,P24723,PRKCH,Protein kinase C eta type,9,13,5,27,bin_5,87,41,PRKCH,1,3.09
S28A2_HUMAN,O43868,SLC28A2,Sodium/nucleoside cotransporter 2,7,14,6,27,bin_5,50,13,SLC28A2,1,0.46
UB2D3_HUMAN,P61077,UBE2D3,Ubiquitin-conjugating enzyme E2 D3,5,15,7,27,bin_5,124,11,UBE2D3,1,0.92
SOCS1_HUMAN,O15524,SOCS1,Suppressor of cytokine signaling 1,5,16,6,27,bin_5,2893,7933,SOCSS1,0,3.67
UB2L3_HUMAN,P68036,UBE2L3,Ubiquitin-conjugating enzyme E2 L3,8,13,6,27,bin_5,230,19,UBE2L3,1,2.26
EF2K_HUMAN,O00418,EEF2K,Eukaryotic elongation factor 2 kinase,6,16,5,27,bin_5,412,457,EEF2K,1,0.33
CR3L1_HUMAN,Q96BA8,CREB3L1,Processed cyclic AMP-responsive element-binding protein 3-like protein 1,8,12,7,27,bin_5,228,6,CREB3L1,1,1.01
GRID2_HUMAN,O43424,GRID2,"Glutamate receptor ionotropic, delta-2",5,15,7,27,bin_5,132,81,GRID2,1,1.21
AELYMLRPLF,P20794,MAK,Serine/threonine-protein kinase MAK,6,10,11,27,bin_5,15130,434,MAPK15,0,1.86
OSBP1_HUMAN,P22059,OSBP,Oxysterol-binding protein 1 ,5,9,13,27,bin_5,374,299,OSBP1,0,0.3
IRF5_HUMAN,Q64GB2,IRF5,Interferon regulatory factor 5 ,7,16,4,27,bin_5,1003,4668,IRF5,1,0.25
MAPK5_HUMAN,Q8IW41,MAPKAPK5,MAP kinase-activated protein kinase 5,9,12,6,27,bin_5,146,365,MAPKAPK5,1,2.32
PGDH_HUMAN,P15428,HPGD,15-hydroxyprostaglandin dehydrogenase [NAD(+)] ,6,16,5,27,bin_5,239,781,HPGD,1,1.07
ACTS_HUMAN,P68133,ACTA1,"Actin, alpha skeletal muscle, intermediate form",5,11,11,27,bin_5,413,13,ACTA1,1,3.26
SIR4_HUMAN,Q9Y6E7,SIRT4,"NAD-dependent protein lipoamidase sirtuin-4, mitochondrial ",10,14,3,27,bin_5,405,0,SIRT4,1,1.01
ERO1A_HUMAN,Q96HE7,ERO1A,ERO1-like protein alpha,4,15,8,27,bin_5,162,4,ERO1A,1,0.85
VAV3_HUMAN,Q9UKW4,VAV3,Guanine nucleotide exchange factor VAV3,4,19,4,27,bin_5,337,195,VAV3,1,2.49
IL7_HUMAN,P13232,IL7,Interleukin-7,3,21,3,27,bin_5,6061,5065,IL7,1,0.9
VATL_HUMAN,P27449,ATP6V0C,V-type proton ATPase 16 kDa proteolipid subunit c ,3,8,16,27,bin_5,74,2,ATP6V1C2,0,0.57
CASQ2_HUMAN,O14958,CASQ2,Calsequestrin-2,4,16,7,27,bin_5,328,127,CASQ2,1,0.49
DPOLA_HUMAN,P09884,POLA1,DNA polymerase alpha catalytic subunit,8,11,8,27,bin_5,196,795,POLE,0,0.88
ACTA_HUMAN,P62736,ACTA2,"Actin, aortic smooth muscle, intermediate form",3,12,12,27,bin_5,3165,5,ACTA2,1,0.45
VPP1_HUMAN,Q93050,ATP6V0A1,V-type proton ATPase 116 kDa subunit a 1,2,6,19,27,bin_5,39,3,ATP6V1A1,0,1.93
CATD_HUMAN,P07339,CTSD,Cathepsin D heavy chain,4,9,14,27,bin_5,870,57,CTSD,1,5.03
APR_HUMAN,Q13794,PMAIP1,Phorbol-12-myristate-13-acetate-induced protein 1,0,22,5,27,bin_5,772,267,PMAIP1,1,1.49
RCC2_HUMAN,Q9P258,RCC2,Protein RCC2,6,13,8,27,bin_5,93,68,RCC2,1,2.0
